content,hasil_stopword,hasil_stemming
"Aplikasinya menyusahkan , udah daftar di suruh login ulang , alasanya sesi anda telah habis mohon login ulang , idah login ulang pun gitu gitu terus, menyusahkan","['aplikasinya', 'menyusahkan', 'daftar', 'suruh', 'ulang', 'sesi', 'habis', 'mohon', 'ulang', 'ulang', 'menyusahkan']","['aplikasi', 'susah', 'daftar', 'suruh', 'ulang', 'sesi', 'habis', 'mohon', 'ulang', 'ulang', 'susah']"
Sangat membantu buat kami dan selalu gampang keluar masuk moll dan apartemen,"['membantu', 'gampang', 'masuk']","['bantu', 'gampang', 'masuk']"
Sangat jelek,['jelek'],['jelek']
Mantap,['mantap'],['mantap']
Gimana mau ngecek klw setiap masuk login terus. Waktunya cuma 2menit aj. Tolonglah selagi di butuhkan sangat tidak bisa di gunakan,"['masuk', 'menit', 'tolonglah', 'butuhkan']","['masuk', 'menit', 'tolong', 'butuh']"
Bisa masuk mall Yeng penting hahhaah,['masuk'],['masuk']
Aplikasi yg memaksa untuk update . Sampah sekali,"['aplikasi', 'memaksa', 'sampah']","['aplikasi', 'paksa', 'sampah']"
Sangat membantu,['membantu'],['bantu']
Saya sudah download tapi tidak bisa masuk ke aplikasi 😭 mohon di perbaiki aplikasinya,"['masuk', 'aplikasi', 'mohon', 'perbaiki', 'aplikasinya']","['masuk', 'aplikasi', 'mohon', 'baik', 'aplikasi']"
Berguna dalam perjalanan,"['berguna', 'perjalanan']","['guna', 'jalan']"
"Aplikasi koplok, apa harus setiap waktu di perbarui,,, kalo ada bintang yg lebih rendah dari satu, saya kasih itu","['aplikasi', 'perbarui', 'bintang', 'rendah', 'kasih']","['aplikasi', 'baru', 'bintang', 'rendah', 'kasih']"
Jelek aplikasi nya,"['jelek', 'aplikasi']","['jelek', 'aplikasi']"
Ko Pas Login bacaan Nya sesi anda telah habis,"['sesi', 'habis']","['sesi', 'habis']"
Mantap,['mantap'],['mantap']
"Kenapa waktu login selalu muncul tulisan sesi anda telah habis silahkan login ulang, setiap diulang login pasti muncul begitu terus ?tolong solusinya !","['muncul', 'tulisan', 'sesi', 'habis', 'silahkan', 'ulang', 'diulang', 'muncul', 'tolong', 'solusinya']","['muncul', 'tulis', 'sesi', 'habis', 'silah', 'ulang', 'ulang', 'muncul', 'tolong', 'solusi']"
"Abis download, daftar selalu ada info sesi login habis, silakan login ulang. Setiap abis coba ulang selalu ada info yg sama. Coba smp lbh dr 10x, diinfokan sulakan coba 3 jam lg. Ga ada aplikasi yg lbh simple & lbh baik dr ini ya? Kok jd nyusahin yaa..","['daftar', 'info', 'sesi', 'habis', 'silakan', 'ulang', 'coba', 'ulang', 'info', 'coba', 'diinfokan', 'coba', 'jam', 'aplikasi']","['daftar', 'info', 'sesi', 'habis', 'sila', 'ulang', 'coba', 'ulang', 'info', 'coba', 'info', 'coba', 'jam', 'aplikasi']"
Sudah bagus aplikasi nya tapi kalau di daftar nggak bisa klaim apalagi tgl lahir klw di cari lama banget..mohon dibuat perubahannya.,"['bagus', 'aplikasi', 'daftar', 'klaim', 'lahir', 'cari', 'perubahannya']","['bagus', 'aplikasi', 'daftar', 'klaim', 'lahir', 'cari', 'ubah']"
Ko sertifikat saya hilang lucu banget udah vaksin 2 kali,"['sertifikat', 'hilang', 'lucu', 'vaksin']","['sertifikat', 'hilang', 'lucu', 'vaksin']"
Dalam Hidup selalu disyukuri Apa yang ada,"['hidup', 'disyukuri']","['hidup', 'syukur']"
bagus,['bagus'],['bagus']
Mantap,['mantap'],['mantap']
"Dear pengelolla, please ini aplikasi jangan sering² minta diupdate dong, kadang suka panic attack kalo lg diluar dan dia minta diupdate sementara kita mau buru² chekin, jgn bikin org panik mulu, tolong banget ini mah 🙏","['aplikasi', 'suka', 'diluar', 'panik', 'tolong']","['aplikasi', 'suka', 'luar', 'panik', 'tolong']"
duh abis diupdate malah ga bisa kebuka!!!,['kebuka'],['buka']
Terbaik,['terbaik'],['baik']
"ini kenapa ya,udh di daftar tp gk bisa log in,sllu muncul sesi anda telah berakhir,log in ulang,udah log tetap mncul kata2 itu,udh di hapus unduh lg tetap gk bisa,jd gmna ini","['daftar', 'muncul', 'sesi', 'hapus', 'unduh']","['daftar', 'muncul', 'sesi', 'hapus', 'unduh']"
Mantap,['mantap'],['mantap']
Login susah,['susah'],['susah']
Gak bisa daftar,['daftar'],['daftar']
"aplikasi kont.. bikin emosi,masa tiap login waktu sesi habis. suruh login ulang kyk gitu lg keluarnya. klo ga niat bikin aplikasi gosah bikin","['aplikasi', 'sesi', 'habis', 'suruh', 'ulang', 'keluarnya', 'niat', 'aplikasi']","['aplikasi', 'sesi', 'habis', 'suruh', 'ulang', 'keluar', 'niat', 'aplikasi']"
